month,dayofweek,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24
1,0,0.03189634253014972,0.0304723314841882,0.0303585234679654,0.031247354669044398,0.033887512532990216,0.03830627336121159,0.06336943210740464,0.05748809718640248,0.04835523902505093,0.047745754772882475,0.04387628222130673,0.04008205463913453,0.03840127013508353,0.03741932328436767,0.036707317761386915,0.03597367930970264,0.037551942542941356,0.05472848793352859,0.05799506016775866,0.04740339016209647,0.04424968538197168,0.04123048098465567,0.03743625340248345,0.03381791093629196
1,1,0.025868525851685403,0.024362509001618286,0.024421851518607082,0.025679271338045453,0.029423463389676656,0.03559107552698561,0.06404982205264162,0.06192471840371837,0.04961194805444757,0.046876578791625954,0.042484430608549485,0.039818828899485,0.03818771160819825,0.036812408680687546,0.0359719903319813,0.03640342646900797,0.03869051915079254,0.06194316269953921,0.06873387126523059,0.05249647553564642,0.046495663986630284,0.04233046083474072,0.03733606629681843,0.03448521970364026
1,2,0.02408294593342203,0.02285223496116036,0.022940676741555685,0.023796444391296332,0.02822787585265351,0.04356442796852967,0.14327568424042217,0.1444814820351077,0.06605791317259352,0.03741398725441835,0.034857895235105664,0.0317493535030419,0.029782458133405083,0.02859721371021989,0.02717840824725831,0.026809070389691936,0.027939505822209595,0.0394873864581932,0.04339065855493605,0.03582826350169659,0.03366517685864761,0.031003203834636298,0.027837361794147395,0.025180371405651308
1,3,0.030275533177384975,0.02852133368352906,0.028631135855152492,0.02987673169004867,0.03348878392777301,0.04368106070654623,0.08323883026428942,0.07338737942623534,0.05287545534960572,0.04670984380860691,0.042069164827114286,0.03882780472079065,0.03672135986036677,0.035521441728865934,0.03403691636851717,0.03399826600410572,0.03526318702120763,0.04992221614162196,0.05282626397671844,0.04326205561963122,0.041167030185056186,0.03758396572064043,0.035208725144082416,0.03290551479210935
1,4,0.03320254832605099,0.03082959308028416,0.031045586501401976,0.031854075637329206,0.03464514658819566,0.04088121352634029,0.0668846416788039,0.059248580685432324,0.048801632830999996,0.045637031972971094,0.043383962983879754,0.04054434305303727,0.038441874981422576,0.0373351563970712,0.03616106371805922,0.03544075538249661,0.03705575206333164,0.054182643244260816,0.05476622179948282,0.045507237761198464,0.04260817009977311,0.04064045021747962,0.036576207036629706,0.03432611043406752
1,5,0.03720979946951364,0.03433010530859944,0.033045398508162765,0.03278804205702521,0.03444840625791267,0.03720979946951364,0.04505190713583023,0.049487155007450885,0.05739463951417743,0.055261071516037055,0.048117354541718727,0.04423936640502095,0.03990685356833021,0.03719630901038143,0.036031978614509096,0.03523500379808311,0.03613263819418789,0.04871508565403821,0.05557031434845233,0.046451801702703494,0.04275126498997554,0.04052430150553523,0.03776394602155984,0.035137457401280964
1,6,0.035226653234749696,0.031993043593618174,0.030734837790947142,0.031249935224165845,0.032607636708102475,0.03545777341102287,0.043770844863431815,0.048015993930763445,0.051829995045944204,0.049697056378813234,0.04561151496684514,0.042569641794819174,0.039763034452452474,0.03833071120756665,0.03708701519174684,0.037048667897925734,0.03837838622150641,0.053030161701210325,0.0636233425159556,0.050016271689540315,0.04587476395686033,0.043183198495956955,0.038760822746371,0.03613869697968422
2,0,0.028430430013946864,0.026247924280714794,0.025682910106121722,0.027000045545804922,0.03015009189173885,0.036796086507486135,0.059905043151572725,0.05467466139155974,0.047821864202105206,0.04702542809979209,0.04426929141806248,0.04325743596813764,0.0424954669614424,0.04275889404937905,0.04206339729851827,0.042708424373652853,0.04208063084632722,0.04849889643745637,0.0685390506038512,0.04812468225646226,0.04368581272795983,0.040649015410484636,0.035796540734567665,0.031337975722855016
2,1,0.026641069814512953,0.02394876509351607,0.02306935613873803,0.02452430799656992,0.028250529834238498,0.03545833558657738,0.05307741631451681,0.04786276585060606,0.04481637992526955,0.04486273237383765,0.0437077838636826,0.04297129495865619,0.04256056076162224,0.04360477842242016,0.04352752434147334,0.04423954945419992,0.044643845811154964,0.05138297680574976,0.07829958617563972,0.051327611381071205,0.046268756647069885,0.04244339207218622,0.03807467379464321,0.03443600658204769
2,2,0.029012980825278395,0.026514133944275205,0.02571708795636901,0.026719414468982364,0.030172435640754013,0.0367984347993573,0.05926778210866183,0.05079552539142687,0.044929824472479736,0.04426202918531509,0.04352960854777968,0.0433344653329346,0.042600777531666426,0.042707219285218284,0.04282253118489946,0.044286105296237534,0.04274523419720108,0.04818516810194079,0.07004374249205488,0.0500808450461501,0.04575474806250666,0.04129306455945785,0.03581765007020087,0.032609191498851955
2,3,0.027082082244210937,0.025467398590141955,0.024980252518582567,0.026155134220578746,0.028507389420333554,0.036934642688946646,0.07032221411004269,0.05769379318593531,0.047719134748839445,0.04614681162273217,0.044550816436881566,0.043028329226023315,0.04185469342190837,0.04152453048338346,0.04051161550594667,0.0408480079338777,0.04138748171644859,0.0477266101361268,0.06692340469005799,0.04800319946575898,0.04377586795475896,0.04070722147329916,0.03645123431103093,0.0316981338941535
2,4,0.02926984699403612,0.027367924446744317,0.026582455135005626,0.028087937982504783,0.03073580937302012,0.035820364650422924,0.06537055996798842,0.054248018110254696,0.049338834911887876,0.048134695636816785,0.045436188646016396,0.04409372773114226,0.0420645986758173,0.04220168530097924,0.04225232090126429,0.0417249696495152,0.041968267533811617,0.048890524597169104,0.06256831174733576,0.04455438819227202,0.04165580882961368,0.039300635909038706,0.03566104776172122,0.03267107731562158
2,5,0.03368766000483233,0.030625865626968087,0.029842922950782877,0.03022845290263124,0.03195541583762323,0.035553255285523215,0.04052289480181515,0.04441912386998135,0.050773766535207994,0.05543973519901663,0.05151577966171067,0.045213949318655036,0.043011675484123955,0.04384875079053445,0.0428070277357113,0.04209010046223985,0.04186300747690452,0.04793510421851626,0.0635134189509096,0.04525883979250039,0.042523161504042124,0.03891607989976222,0.035977074170945575,0.032476937519061944
2,6,0.03177981661546477,0.028788074046667857,0.02673861260190147,0.027416223586682237,0.02879500258434455,0.031034305961452385,0.03819009967394302,0.0415892402581296,0.048725634065125485,0.05085823796201221,0.047708524734186644,0.04546367852693746,0.044456269148746,0.04379805806945998,0.04327980345124318,0.04285300553035876,0.04275046317274369,0.04971502924535753,0.07296720168834606,0.05109796536562585,0.04559393503525932,0.04255784982533156,0.03898411009169227,0.03485885875898804
3,0,0.02409258082138368,0.02174800421597318,0.020694010921726277,0.02132559457203608,0.023994086264984886,0.0306297762244295,0.050752112555923594,0.04874058970823272,0.04201452845477273,0.04151088618700157,0.042143485245109295,0.04295581148344988,0.04139208347464427,0.0436554274562207,0.0469829188100233,0.05144563608190685,0.057797011857932276,0.05646987386604335,0.06885277196174758,0.06255724361460809,0.05298296348796642,0.04121438711000726,0.0349675983371682,0.031080617286708516
3,1,0.024772932422149247,0.022145012242464287,0.020923986304634472,0.02137761538327057,0.024055223129378144,0.03169146597643889,0.10013056788287722,0.09019397473847317,0.052454427760259346,0.04084225945927046,0.03686173330474765,0.03706416413091386,0.03702459810579955,0.04030305734957319,0.04234208785313828,0.04596559964151341,0.04878122840546157,0.044272541822668765,0.051673228799281566,0.0487619054629639,0.041516722166451504,0.03597287794985421,0.032336484199813956,0.028536305508602852
