month,dayofweek,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24
1,0,0.030898483984814363,0.029834917805607028,0.02963913189342313,0.03106571778480477,0.03391481069439758,0.03843522188560189,0.06554239325843846,0.05944855674171452,0.04935334564473219,0.04886592030085769,0.04462899079500299,0.04054705846962719,0.038518838785597094,0.037328827538104334,0.036341740230843834,0.03554635996259674,0.03687505289788643,0.055183075123666346,0.05826874267714802,0.04631866400588175,0.04298826406217019,0.04029110917817844,0.036862816278374934,0.03330196000053026
1,1,0.02553414802573943,0.024346293516014993,0.024597950328270425,0.026132799213937494,0.029976363155381335,0.03592680136461552,0.06711420924791546,0.06378770128250497,0.05021283466920443,0.04778816852245672,0.04289675027742373,0.039997114106180294,0.0379907307838981,0.036105451934407756,0.03435587880620193,0.03467023509727868,0.036970361183353895,0.06270033771828867,0.07033936737084767,0.05226216283999437,0.045609146909173365,0.041421165282697354,0.03619220052839342,0.033071827835820126
1,2,0.022929144315400232,0.022414197177230352,0.022505989271392107,0.023744857038695902,0.028431461903025885,0.04415199729180771,0.14686018957345973,0.1478386542367585,0.06618275089839072,0.03726368418311546,0.03519673454507578,0.03179066194469038,0.030163142544659127,0.02850762981094734,0.026890526535076297,0.026400317691786888,0.027430211968126658,0.039277251184834126,0.04308369355762721,0.03483802926930889,0.03281665017447008,0.03002512889953649,0.026952372272277484,0.02430472371230665
1,3,0.029903654052585608,0.028717959360007844,0.02892076314593005,0.030085705823204148,0.034214413595211185,0.04438856073454587,0.084681428266886,0.07387906102790388,0.052145098091003234,0.046129843473208205,0.04213413725382921,0.03838085230413398,0.03651788729391833,0.035225602704553556,0.033365467514606575,0.03338244643621868,0.03514353791676177,0.05128011636220944,0.054060886412900945,0.04323116424465494,0.04047491930295866,0.037034801129664244,0.03472095142330526,0.031980742129798186
1,4,0.03264010292665621,0.030661072950549897,0.031077823323488046,0.03205878958594247,0.03502092300590289,0.04113646758109535,0.0679399281052177,0.0598389420097199,0.04905793043901981,0.04539480151996341,0.04362842109312554,0.04028373220262189,0.037782161374293126,0.03632780943180895,0.03493222997781605,0.03435412240920185,0.03662808341846439,0.05464986557128996,0.05601125012288794,0.04593337123268348,0.04246579441169807,0.040946258436523573,0.03677127457224314,0.034458844297786305
1,5,0.03592054221331125,0.03328357233143007,0.0319563701346816,0.03175805256505253,0.033663862616048465,0.037109357974109754,0.04514557817199145,0.05032035915093927,0.058429586366211914,0.05613041014688576,0.04857799764634092,0.044643246306062846,0.040107004315041626,0.037682517543477304,0.036609205422133105,0.03600444580046202,0.036875081724273194,0.05013947609292594,0.0567863836464281,0.04675500152551976,0.04186571067427974,0.03922656147844658,0.0371464063112932,0.03386326984265353
1,6,0.0346703227185669,0.03144837244610813,0.030553992207984857,0.030959735437962734,0.032883743657535255,0.03542836450575676,0.044241281974093515,0.0488582472765031,0.05290804462302964,0.050764804174356165,0.046469597616149445,0.04326837078823258,0.04061140705644194,0.038845551439952185,0.03734255635686209,0.03711241705168645,0.03826202286995711,0.05341740507571692,0.06363079111204184,0.048744813685326495,0.04440706953042856,0.04186899292785188,0.037929357049679556,0.03537273841777592
2,0,0.028735793837354917,0.026861953267835973,0.026632913426958393,0.028044656071899758,0.031835198467710074,0.03890730583515829,0.06397042573282703,0.057667142158733996,0.05020660465178577,0.049173916246425434,0.04568206323374789,0.043761343164634106,0.04162363798310999,0.04094321553184792,0.039156436890147944,0.03930779070312552,0.039259571789256556,0.048201501483401306,0.0697727683683925,0.047553224974718554,0.042062965865027224,0.037561194489649674,0.03380145862214454,0.029276917204106648
2,1,0.023920678760458645,0.02246063264931876,0.022376641501985692,0.02489917562688893,0.028754369289476896,0.037073692432817586,0.05581211740282575,0.050579468923975406,0.04715682967015277,0.04617413324635584,0.04460769834859407,0.04330303586002036,0.04144403179904838,0.04167080789684768,0.04048653271945137,0.04118365924231586,0.042152357141557274,0.05158316313460562,0.08124883637264632,0.05194852462550447,0.04683626345783155,0.04259751022242255,0.03802139254522573,0.033708447129672525
2,2,0.028963874727674824,0.02673725627925609,0.026276292755738718,0.027277790887190154,0.030998425041294648,0.03798010174123483,0.06085953234153006,0.05158401334599153,0.04593583826765517,0.0454748747441378,0.04460645239179704,0.04403985139414027,0.04301228687296613,0.04233044499443001,0.04146888221833208,0.042821590653415786,0.04103947274553167,0.0477028651078051,0.0716304389580029,0.05010920445378566,0.04584254803075285,0.03957426726006574,0.03333342479434989,0.030400269992920913
