month,dayofweek,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24
1,0,0.03180915058759574,0.030385119793387413,0.030256993629384086,0.031130997105263878,0.03370175706730193,0.03815963238773174,0.06352312173907472,0.05807959014270509,0.04914919651167367,0.04792467645855621,0.04370841047596124,0.03993692531983493,0.03820173098447568,0.037288374472509156,0.03650772005897464,0.03568679742246766,0.037433889187341494,0.05392372649456883,0.058210461867365636,0.04779380473389568,0.04477002726341732,0.04173069161588142,0.037115404151104675,0.033571800529527136
1,1,0.02438539415044031,0.022979574526783213,0.023129254695481567,0.02432302741348266,0.027693032388147087,0.033547434672677345,0.06187073796725525,0.06127421847141329,0.051906000854057444,0.04485195604098889,0.04099035443383476,0.03744792377464036,0.03585500394011032,0.034580521327222856,0.034108735305296185,0.03479476941183031,0.037709864069862487,0.06483205738326782,0.07583941959313407,0.060718053923014506,0.054015464015860215,0.04388857338657252,0.036408967309557665,0.03284966094506884
1,2,0.02415224670796848,0.02284498761066656,0.02293931342897327,0.023857176199419294,0.02811816364562033,0.04378773788548122,0.14398110581300994,0.14447389774839434,0.06721500602838726,0.03763600150437588,0.034639947467775045,0.03144012547752446,0.029606818547358218,0.02812844274120503,0.026708113592471352,0.02639974072493019,0.027469371318420994,0.03917786584208165,0.04300592196836216,0.036099579040803166,0.03431283036710883,0.03141533471758488,0.027665883439893298,0.024924388182184273
1,3,0.029849273820655577,0.028225342929938488,0.028355737803361095,0.02960564129399754,0.033508908886582194,0.043598212217656494,0.08334291278127118,0.07364136262642727,0.05381962614417211,0.04613233363930375,0.04209352400724034,0.03870325729825253,0.03638789043399188,0.035266666094759314,0.033870068371522455,0.03382631746004512,0.0350522008424195,0.04973534987861266,0.052878552616905,0.043896747848913516,0.04211582839348369,0.03834209781331229,0.035157717746570706,0.03259442905060522
1,4,0.033080048933156844,0.030619884304728534,0.03085818260403119,0.03164061143291565,0.034526239826495685,0.04126612613794673,0.06757541610549186,0.059752092587089835,0.04908173149280861,0.045643289635664094,0.04346676751733692,0.040609117466589996,0.038485657722601485,0.037452388578661594,0.03629755835896406,0.03548908072813155,0.03684747751120098,0.05380042372717835,0.05445550285765005,0.04553909442787183,0.04259461503729802,0.04052904151986076,0.03631878330869952,0.03407086817762583
1,5,0.03748035389836417,0.03463895253218109,0.03332262572238374,0.033113877975795396,0.034702792862448414,0.03773368854228206,0.04704120335982538,0.051684320713552494,0.05779373898627635,0.05538604653048072,0.04823694287911782,0.04431329591411752,0.039658018497482364,0.03678723031260482,0.03550231699865327,0.03462881914642438,0.03543442331408327,0.04785795425181666,0.05457334899279211,0.04585255721056264,0.04242747282479275,0.040099834116475164,0.03717533898708703,0.03455484543040036
1,6,0.035146760227697,0.03195531983449518,0.03069511003820523,0.03116564291669011,0.03242482981541813,0.035294057476614,0.04388741989433468,0.04805265876648783,0.051697242779621844,0.04945812001657094,0.04529799563222741,0.04233773008802034,0.039619891265989166,0.038260460406192624,0.03707594502948503,0.03709742587828542,0.038400597372176166,0.05285618571728135,0.06351375541496397,0.05042271241746496,0.04640067920398112,0.0436501076599684,0.039024564884949604,0.036264787262879565
2,0,0.02788036865653053,0.02571997240824304,0.025161909962731967,0.026426532156851472,0.029498270724954253,0.03614951283304113,0.059546220983147956,0.05465299533431054,0.048599335115300964,0.04751434675557344,0.044658168788741036,0.04326301267496335,0.04233849720729265,0.04254567489629141,0.042078626926872253,0.04268099905153335,0.042199580375362866,0.04845323292999548,0.06852791270274673,0.048697534944768577,0.044920434186953316,0.041466674331043604,0.03568845265810173,0.03133173339464835
2,1,0.026103786107699013,0.02340066172682965,0.022411290961683244,0.023843959266156834,0.02743367872568055,0.03481123945001387,0.052543141023101,0.04805072908824345,0.045236161191900784,0.04521015770495701,0.04354717280183856,0.04235844197012323,0.04194981574672109,0.042913183024923716,0.042923089115188016,0.04350878670206443,0.04380596940999326,0.05130735626263027,0.08035077465625866,0.05484011570313428,0.04911563379165511,0.0429429012957166,0.03761218647224313,0.0337797678012442
2,2,0.028364992794239298,0.025922465283826576,0.02514402384783968,0.02609179761497239,0.029601484277066683,0.03684135509720772,0.06090969226589807,0.05376971533895094,0.04601941108895307,0.04431390559539807,0.04316390760545811,0.04295071941876373,0.04205776547106672,0.04242201271576168,0.042880062762602165,0.04415797366455875,0.042625455156778604,0.04888709675454487,0.06975639290460987,0.05024297362192111,0.04555770638748355,0.04099791562864324,0.0353283280807825,0.03199284662267276
